URL,projection,epsg
https://epsg.io/6653,utm10,6653
https://epsg.io/6654,utm11,6654
https://epsg.io/6651,utm08,6651
https://epsg.io/6651,utm8,6651
https://epsg.io/6652,utm09,6652
https://epsg.io/6652,utm9,6652
